Name,ontologyTermName,ontologyTermIRI,score,validated,review,
nephronophtisis familial juvenile ar,Nephronophthisis,http://purl.obolibrary.org/obo/HP_0000090,77.19,FALSE,FALSE,
congenital laryngomalacia,Laryngomalacia,http://purl.obolibrary.org/obo/HP_0001601,76.92,FALSE,FALSE,
mitochondrial dna depletion syndrome,Depletion of mitochondrial DNA in liver,http://purl.obolibrary.org/obo/HP_0006581,76.67,FALSE,FALSE,
hemihypertrophy unspecified,Hemifacial hypertrophy,http://purl.obolibrary.org/obo/HP_0005323,76.6,FALSE,FALSE,
brachydactyly type c unspecified ad,Type C brachydactyly,http://purl.obolibrary.org/obo/HP_0009373,76.36,FALSE,FALSE,
ventricular septal defect inheritance unspecified,Inlet ventricular septal defect,http://purl.obolibrary.org/obo/HP_0011622,76.32,FALSE,FALSE,
craniosynostosis unspecified,Craniosynostosis,http://purl.obolibrary.org/obo/HP_0001363,76.19,FALSE,FALSE,
long qt syndrome unspecified,Prolonged QT interval,http://purl.obolibrary.org/obo/HP_0001657,76.19,FALSE,FALSE,
malignant melanoma unspecified,Melanoma,http://purl.obolibrary.org/obo/HP_0002861,76.19,FALSE,FALSE,
movement disorder unspecified,Abnormality of movement,http://purl.obolibrary.org/obo/HP_0100022,76.19,FALSE,FALSE,
pectus carinatum unspecified,Pectus carinatum,http://purl.obolibrary.org/obo/HP_0000768,76.19,FALSE,FALSE,
polycystic kidneys unspecified,Polycystic kidney dysplasia,http://purl.obolibrary.org/obo/HP_0000113,76.19,FALSE,FALSE,
vertebral anomaly unspecified,Abnormal vertebral morphology,http://purl.obolibrary.org/obo/HP_0003468,76.19,FALSE,FALSE,
behavior disorder unspecified,Behavioral abnormality,http://purl.obolibrary.org/obo/HP_0000708,76.19,FALSE,FALSE,
blepharophimosis unspecified,Blepharophimosis,http://purl.obolibrary.org/obo/HP_0000581,76.19,FALSE,FALSE,
postnatal growth retardation failure to thrive,Failure to thrive,http://purl.obolibrary.org/obo/HP_0001508,75.86,FALSE,FALSE,
hypoplastic left heart syndrome familial,Hypoplastic right heart,http://purl.obolibrary.org/obo/HP_0010954,75.76,FALSE,FALSE,
hydronephrosis congenital,Hydronephrosis,http://purl.obolibrary.org/obo/HP_0000126,75.68,FALSE,FALSE,
pheochromocytoma hereditary,Pheochromocytoma,http://purl.obolibrary.org/obo/HP_0002666,75.56,FALSE,FALSE,
hyperphosphatasemia unspecified ar,Elevated circulating alkaline phosphatase concentration,http://purl.obolibrary.org/obo/HP_0003155,75.47,FALSE,FALSE,
cardiomyopathy unspecified,Cardiomyopathy,http://purl.obolibrary.org/obo/HP_0001638,75,FALSE,FALSE,
face dysmorphia,Abnormal facial shape,http://purl.obolibrary.org/obo/HP_0001999,75,FALSE,FALSE,
congenital hypothyroidism with elevated serum t3,Congenital hypothyroidism,http://purl.obolibrary.org/obo/HP_0000851,75,FALSE,FALSE,
deafness neurosensory 1 ar,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/HP_0000407,75,FALSE,FALSE,
diabetes mellitus unspecified,Diabetes mellitus,http://purl.obolibrary.org/obo/HP_0000819,75,FALSE,FALSE,
duodenal atresia unspecified,Duodenal atresia,http://purl.obolibrary.org/obo/HP_0002247,75,FALSE,FALSE,
encephalopathy unspecified,Encephalopathy,http://purl.obolibrary.org/obo/HP_0001298,75,FALSE,FALSE,
aorta coarctation unspecified,Coarctation of aorta,http://purl.obolibrary.org/obo/HP_0001680,75,FALSE,FALSE,
aortic arch syndrome,pharyngeal arch artery,http://purl.obolibrary.org/obo/UBERON_0004363,75,FALSE,FALSE,
hemolytic anemia unspecified,Hemolytic anemia,http://purl.obolibrary.org/obo/HP_0001878,75,FALSE,FALSE,
hyperlipidemia unspecified,Hyperlipidemia,http://purl.obolibrary.org/obo/HP_0003077,75,FALSE,FALSE,
leukodystrophy unspecified,Leukodystrophy,http://purl.obolibrary.org/obo/HP_0002415,75,FALSE,FALSE,
nail dysplasia unspecified,Nail dysplasia,http://purl.obolibrary.org/obo/HP_0002164,75,FALSE,FALSE,
arterial dissection unspecified,Arterial dissection,http://purl.obolibrary.org/obo/HP_0005294,75,FALSE,FALSE,
polymicrogyria unspecified,Polymicrogyria,http://purl.obolibrary.org/obo/HP_0002126,75,FALSE,FALSE,
atresia choanal laterality unspecified,Bilateral choanal atresia,http://purl.obolibrary.org/obo/HP_0004502,75,FALSE,FALSE,
schizencephaly unspecified,Schizencephaly,http://purl.obolibrary.org/obo/HP_0010636,75,FALSE,FALSE,
synovial sarcoma unspecified,Synovial sarcoma,http://purl.obolibrary.org/obo/HP_0012570,75,FALSE,FALSE,
trigonocephaly unspecified,Trigonocephaly,http://purl.obolibrary.org/obo/HP_0000243,75,FALSE,FALSE,
cleft lip unilateral with cleft palate laterality unspecified,Unilateral cleft lip,http://purl.obolibrary.org/obo/HP_0100333,74.73,FALSE,FALSE,
renal cell carcinoma papillary hereditary unspecified,Papillary renal cell carcinoma,http://purl.obolibrary.org/obo/HP_0006766,74.7,FALSE,FALSE,
congenital central nervous system malformation,central nervous system myelin formation,http://purl.obolibrary.org/obo/GO_0032289,74.67,FALSE,FALSE,
valvular pulmonary stenosis congenital,Pulmonic stenosis,http://purl.obolibrary.org/obo/HP_0001642,74.58,FALSE,FALSE,
psychomotor retardation xl unspecified,Psychomotor retardation,http://purl.obolibrary.org/obo/HP_0025356,74.51,FALSE,FALSE,
gonadal dysgenesis xx type ar,Gonadal dysgenesis,http://purl.obolibrary.org/obo/HP_0000133,74.42,FALSE,FALSE,
basal cell nevus syndrome ad,Basal cell carcinoma,http://purl.obolibrary.org/obo/HP_0002671,74.42,FALSE,FALSE,
frontal lobe epilepsy,frontal lobe,http://purl.obolibrary.org/obo/UBERON_0016525,74.29,FALSE,FALSE,
neuropathy painful ar,Peripheral axonal neuropathy,http://purl.obolibrary.org/obo/HP_0003477,74.29,FALSE,FALSE,
disorder x linked,drinking behavior phenotype,http://purl.obolibrary.org/obo/NBO_0000540,74.07,FALSE,FALSE,
myotonic dystrophy,dystrophic,http://purl.obolibrary.org/obo/PATO_0001780,74.07,FALSE,FALSE,
respiratory distress syndrome inheritance unspecified,Acute respiratory distress syndrome,http://purl.obolibrary.org/obo/HP_0033677,74.07,FALSE,FALSE,
mucopolysaccharidosis type 3,mucopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_37395,73.91,FALSE,FALSE,
cardiomyopathy familial restrictive unspecified,Restrictive cardiomyopathy,http://purl.obolibrary.org/obo/HP_0001723,73.85,FALSE,FALSE,
cholelithiasis unspecified,Cholelithiasis,http://purl.obolibrary.org/obo/HP_0001081,73.68,FALSE,FALSE,
camptodactyly unspecified,Camptodactyly,http://purl.obolibrary.org/obo/HP_0012385,73.68,FALSE,FALSE,
desmoid tumor unspecified,Desmoid tumors,http://purl.obolibrary.org/obo/HP_0100245,73.68,FALSE,FALSE,
growth retardation unspecified,Growth delay,http://purl.obolibrary.org/obo/HP_0001510,73.68,FALSE,FALSE,
large fontanel unspecified,Large fontanelles,http://purl.obolibrary.org/obo/HP_0000239,73.68,FALSE,FALSE,
lissencephaly unspecified,Lissencephaly,http://purl.obolibrary.org/obo/HP_0001339,73.68,FALSE,FALSE,
arthrogryposis unspecified,Arthrogryposis multiplex congenita,http://purl.obolibrary.org/obo/HP_0002804,73.68,FALSE,FALSE,
mitochondrial myopathy with lactic acidosis,Mitochondrial myopathy,http://purl.obolibrary.org/obo/HP_0003737,73.68,FALSE,FALSE,
ovarian tumor unspecified,Ovarian neoplasm,http://purl.obolibrary.org/obo/HP_0100615,73.68,FALSE,FALSE,
peters anomaly unspecified,Peters anomaly,http://purl.obolibrary.org/obo/HP_0000659,73.68,FALSE,FALSE,
plagiocephaly unspecified,Plagiocephaly,http://purl.obolibrary.org/obo/HP_0001357,73.68,FALSE,FALSE,
atrial fibrillation unspecified,Atrial fibrillation,http://purl.obolibrary.org/obo/HP_0005110,73.68,FALSE,FALSE,
basal cell carcinoma of skin unspecified,Basal cell carcinoma,http://purl.obolibrary.org/obo/HP_0002671,73.68,FALSE,FALSE,
pulmonary fibrosis interstitial unspecified,pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241,73.24,FALSE,FALSE,
malignant neoplasm colorectal,"neoplastic, malignant",http://purl.obolibrary.org/obo/PATO_0002097,73.17,FALSE,FALSE,
peripartum cardiomyopathy,Cardiomyopathy,http://purl.obolibrary.org/obo/HP_0001638,73.17,FALSE,FALSE,
neurofibromatosis segmental type,Atypical neurofibromatosis,http://purl.obolibrary.org/obo/HP_0007524,73.08,FALSE,FALSE,
spastic paraplegia hereditary ar,Spastic paraplegia,http://purl.obolibrary.org/obo/HP_0001258,73.08,FALSE,FALSE,
temporal lobe epilepsy,temporal lobe,http://purl.obolibrary.org/obo/UBERON_0001871,72.73,FALSE,FALSE,
hypothyroidism autoimmune unspecified,Autoimmune hypoparathyroidism,http://purl.obolibrary.org/obo/HP_0011771,72.41,FALSE,FALSE,
keratosis palmoplantaris striata 1 ad,Palmoplantar hyperkeratosis,http://purl.obolibrary.org/obo/HP_0000972,72.41,FALSE,FALSE,
multiplex pervasive development disorder,Autistic behavior,http://purl.obolibrary.org/obo/HP_0000729,72.41,FALSE,FALSE,
cardiac arrhytmia unspecified,Arrhythmia,http://purl.obolibrary.org/obo/HP_0011675,72.34,FALSE,FALSE,
mucopolysaccharidosis type 3a,mucopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_37395,72.34,FALSE,FALSE,
pancreas dysplasia unspecified,Pancreatic dysplasia,http://purl.obolibrary.org/obo/HP_0005232,72.34,FALSE,FALSE,
macrocephaly unspecified,Macrocephaly,http://purl.obolibrary.org/obo/HP_0000256,72.22,FALSE,FALSE,
hernia umbilical unspecified,Umbilical hernia,http://purl.obolibrary.org/obo/HP_0001537,72.22,FALSE,FALSE,
hydrocephaly unspecified,Hydrocephalus,http://purl.obolibrary.org/obo/HP_0000238,72.22,FALSE,FALSE,
anophthalmia unspecified,Anophthalmia,http://purl.obolibrary.org/obo/HP_0000528,72.22,FALSE,FALSE,
microcephaly unspecified,Microcephaly,http://purl.obolibrary.org/obo/HP_0000252,72.22,FALSE,FALSE,
motor retardation unspecified,Motor delay,http://purl.obolibrary.org/obo/HP_0001270,72.22,FALSE,FALSE,
neonatal death unspecified,Neonatal death,http://purl.obolibrary.org/obo/HP_0003811,72.22,FALSE,FALSE,
pancytopenia unspecified,Pancytopenia,http://purl.obolibrary.org/obo/HP_0001876,72.22,FALSE,FALSE,
spina bifida unspecified,Spina bifida,http://purl.obolibrary.org/obo/HP_0002414,72.22,FALSE,FALSE,
ptosis eyelid unspecified,Ptosis,http://purl.obolibrary.org/obo/HP_0000508,72.22,FALSE,FALSE,
sudden unexplained death,Sudden death,http://purl.obolibrary.org/obo/HP_0001699,72.22,FALSE,FALSE,
asphyxia,Neonatal asphyxia,http://purl.obolibrary.org/obo/HP_0012768,72,FALSE,FALSE,
rolandic epilepsy,epilepsy,http://purl.obolibrary.org/obo/NBO_0000642,72,FALSE,FALSE,
teratoma familial,teratoma,http://purl.obolibrary.org/obo/MPATH_322,72,FALSE,FALSE,
fistula tracheoesophageal inheritance unspecified,Tracheoesophageal fistula,http://purl.obolibrary.org/obo/HP_0002575,71.88,FALSE,FALSE,
craniofacial dysmorfism,Craniofacial dystonia,http://purl.obolibrary.org/obo/HP_0012179,71.79,FALSE,FALSE,
atrial septum defect secundum type inheritance unspecified,Secundum atrial septal defect,http://purl.obolibrary.org/obo/HP_0001684,71.58,FALSE,FALSE,
floating harbor syndrome ad,Plagiocephaly,http://purl.obolibrary.org/obo/HP_0001357,71.43,FALSE,FALSE,
dandy-walker-like malformation with atrioventricular septal defect,Intermediate atrioventricular canal defect,http://purl.obolibrary.org/obo/HP_0011576,71.43,FALSE,FALSE,
lactose intolerance congenital ad,Lactose intolerance,http://purl.obolibrary.org/obo/HP_0004789,71.43,FALSE,FALSE,
atrial septum defect primum type inheritance unspecified,Primum atrial septal defect,http://purl.obolibrary.org/obo/HP_0010445,71.43,FALSE,FALSE,
scleroderma familial progressive ad,Scleroderma,http://purl.obolibrary.org/obo/HP_0100324,71.19,FALSE,FALSE,
odho blepharophimosis syndrome,Blepharophimosis,http://purl.obolibrary.org/obo/HP_0000581,71.11,FALSE,FALSE,
hereditary motor and sensory neuropathy type 1,Sensorimotor neuropathy,http://purl.obolibrary.org/obo/HP_0007141,71.05,FALSE,FALSE,
cholestasis intrahepatic inheritance unspecified,Intrahepatic cholestasis,http://purl.obolibrary.org/obo/HP_0001406,70.97,FALSE,FALSE,
cerebellum hypoplasia inheritance unspecified,Cerebellar hypoplasia,http://purl.obolibrary.org/obo/HP_0001321,70.97,FALSE,FALSE,
hypoplasia optic nerve inheritance unspecified,Optic nerve hypoplasia,http://purl.obolibrary.org/obo/HP_0000609,70.97,FALSE,FALSE,
myasthenia gravis ar,Fatigable weakness,http://purl.obolibrary.org/obo/HP_0003473,70.97,FALSE,FALSE,
abnormal echographic marker,Abnormal echocardiogram,http://purl.obolibrary.org/obo/HP_0003116,70.83,FALSE,FALSE,
aortic valve insufficiency congenital,Aortic regurgitation,http://purl.obolibrary.org/obo/HP_0001659,70.83,FALSE,FALSE,
progressive cardiac conduction defect unspecified,Cardiac conduction abnormality,http://purl.obolibrary.org/obo/HP_0031546,70.77,FALSE,FALSE,
cleft palate unspecified,Cleft palate,http://purl.obolibrary.org/obo/HP_0000175,70.59,FALSE,FALSE,
galactokinase deficiency,Decreased small intestinal mucosa lactase level,http://purl.obolibrary.org/obo/HP_0025130,70.59,FALSE,FALSE,
coloboma choroideal congenital,obsolete Choroid coloboma,http://purl.obolibrary.org/obo/HP_0000611,70.59,FALSE,FALSE,
lung abnormality unspecified,Abnormal lung morphology,http://purl.obolibrary.org/obo/HP_0002088,70.59,FALSE,FALSE,
malignant neoplasm colon unspecified,Malignant neoplasm of the central nervous system,http://purl.obolibrary.org/obo/HP_0100836,70.59,FALSE,FALSE,
polydactyly unspecified,Polydactyly,http://purl.obolibrary.org/obo/HP_0010442,70.59,FALSE,FALSE,
tachycardia unspecified,Tachycardia,http://purl.obolibrary.org/obo/HP_0001649,70.59,FALSE,FALSE,
adducted thumbs syndrome xl,Adducted thumb,http://purl.obolibrary.org/obo/HP_0001181,70.27,FALSE,FALSE,
cystic fibrosis ar,Testicular fibrosis,http://purl.obolibrary.org/obo/HP_0012860,70.27,FALSE,FALSE,
deafness bilateral unspecified,Unilateral deafness,http://purl.obolibrary.org/obo/HP_0009900,70.27,FALSE,FALSE,
epidermal nevus syndrome ad,Epidermal nevus,http://purl.obolibrary.org/obo/HP_0010816,70.27,FALSE,FALSE,
mental retardation and dysmorphism unspecified,Intellectual disability,http://purl.obolibrary.org/obo/HP_0001249,70.18,FALSE,FALSE,
hemolytic uremic syndrome inheritance unspecified,Hemolytic-uremic syndrome,http://purl.obolibrary.org/obo/HP_0005575,70,FALSE,FALSE,
paragangliomata unspecified,Paraganglioma,http://purl.obolibrary.org/obo/HP_0002668,70,FALSE,FALSE,
primary sclerotic cholangitis,Sclerosing cholangitis,http://purl.obolibrary.org/obo/HP_0030991,70,FALSE,FALSE,
atrial septal defect inheritance unspecified,Atrial septal defect,http://purl.obolibrary.org/obo/HP_0001631,70,FALSE,FALSE,
urethra stenosis congenital,Urethral stenosis,http://purl.obolibrary.org/obo/HP_0008661,70,FALSE,FALSE,
bicuspid aortic valve inheritance unspecified,Bicuspid aortic valve,http://purl.obolibrary.org/obo/HP_0001647,70,FALSE,FALSE,KEEP ALL ABOVE
mitochondrial complex 1 deficiency,Decreased activity of mitochondrial complex I,http://purl.obolibrary.org/obo/HP_0011923,69.84,FALSE,FALSE,
mitochondrial complex 4 deficiency,Decreased activity of mitochondrial complex I,http://purl.obolibrary.org/obo/HP_0011923,69.84,FALSE,FALSE,
cytomegalovirus infection maternal during pregnancy,Severe cytomegalovirus infection,http://purl.obolibrary.org/obo/HP_0031692,69.7,FALSE,FALSE,
glucose galactose malabsorption,Fructose intolerance,http://purl.obolibrary.org/obo/HP_0005973,69.57,FALSE,FALSE,
heart malformation complex congenital unspecified,Congenital malformation of the left heart,http://purl.obolibrary.org/obo/HP_0045017,69.57,FALSE,FALSE,
abnormal nuchal translucency,nuchal translucency screening,http://purl.obolibrary.org/obo/MAXO_0000540,69.57,FALSE,FALSE,
aortic valve insufficiency unspecified,Aortic regurgitation,http://purl.obolibrary.org/obo/HP_0001659,69.39,FALSE,FALSE,
multiple congenital anomalies of the brain,Congenital hip dislocation,http://purl.obolibrary.org/obo/HP_0001374,69.23,FALSE,FALSE,
myoclonic epilepsy,epilepsy,http://purl.obolibrary.org/obo/NBO_0000642,69.23,FALSE,FALSE,
optic nerve tumor glioma unspecified,Optic nerve glioma,http://purl.obolibrary.org/obo/HP_0009734,69.23,FALSE,FALSE,
phenylketonuria,Ketonuria,http://purl.obolibrary.org/obo/HP_0002919,69.23,FALSE,FALSE,
xyy syndrome,Angiokeratoma corporis diffusum,http://purl.obolibrary.org/obo/HP_0001071,69.23,FALSE,FALSE,
bipolar psychosis,Psychosis,http://purl.obolibrary.org/obo/HP_0000709,69.23,FALSE,FALSE,
mitral valve prolapse inheritance unspecified,Mitral valve prolapse,http://purl.obolibrary.org/obo/HP_0001634,68.97,FALSE,FALSE,
schwannomatosis ad,Schwannoma,http://purl.obolibrary.org/obo/HP_0100008,68.97,FALSE,FALSE,
cholestasis unspecified,Cholestasis,http://purl.obolibrary.org/obo/HP_0001396,68.75,FALSE,FALSE,
dyskinesia unspecified,Dyskinesia,http://purl.obolibrary.org/obo/HP_0100660,68.75,FALSE,FALSE,
meningioma unspecified,Meningioma,http://purl.obolibrary.org/obo/HP_0002858,68.75,FALSE,FALSE,
hemiplegia unspecified,Hemiplegia,http://purl.obolibrary.org/obo/HP_0002301,68.75,FALSE,FALSE,
hypertelorism unspecified,Hypertelorism,http://purl.obolibrary.org/obo/HP_0000316,68.75,FALSE,FALSE,
syndactyly unspecified,Syndactyly,http://purl.obolibrary.org/obo/HP_0001159,68.75,FALSE,FALSE,
uncombable hair syndrome ad,Uncombable hair,http://purl.obolibrary.org/obo/HP_0030056,68.57,FALSE,FALSE,
hypoglycemia unspecified,Hypoglycinemia,http://purl.obolibrary.org/obo/HP_0012277,68.42,FALSE,FALSE,
ectodermal dysplasia caused by wnt10a mutation,Ectodermal dysplasia,http://purl.obolibrary.org/obo/HP_0000968,67.86,FALSE,FALSE,
hernia diaphragmatic inheritance unspecified,Congenital diaphragmatic hernia,http://purl.obolibrary.org/obo/HP_0000776,67.86,FALSE,FALSE,
hereditary spherocytosis ad,Pyropoikilocytosis,http://purl.obolibrary.org/obo/HP_0004839,67.86,FALSE,FALSE,
hypercalcemia idiopathic of infancy ad,Infantile hypercalcemia,http://purl.obolibrary.org/obo/HP_0008250,67.86,FALSE,FALSE,
multiple endocrine neoplasia unspecified,Neoplasm of the endocrine system,http://purl.obolibrary.org/obo/HP_0100568,67.86,FALSE,FALSE,
multiple endocrine neoplasia type 1 ad,Neoplasm of the endocrine system,http://purl.obolibrary.org/obo/HP_0100568,67.86,FALSE,FALSE,
microphthalmia or anophthalmos with associated anomalies,Microphthalmia,http://purl.obolibrary.org/obo/HP_0000568,67.61,FALSE,FALSE,
hypoplastic left heart syndrome inheritance unspecified,Hypoplastic right heart,http://purl.obolibrary.org/obo/HP_0010954,67.53,FALSE,FALSE,
brugada syndrome,Brown anomaly,http://purl.obolibrary.org/obo/HP_0031622,66.67,FALSE,FALSE,
cancer of colon unspecified ad,Colon cancer,http://purl.obolibrary.org/obo/HP_0003003,66.67,FALSE,FALSE,
congenital nystagmus inheritance unspecified,Congenital nystagmus,http://purl.obolibrary.org/obo/HP_0006934,66.67,FALSE,FALSE,
cutis laxa unspecified,Cutis laxa,http://purl.obolibrary.org/obo/HP_0000973,66.67,FALSE,FALSE,
dysmorphism unspecified,Abnormal facial shape,http://purl.obolibrary.org/obo/HP_0001999,66.67,FALSE,FALSE,
encephalomyelopathy unspecified,Encephalopathy,http://purl.obolibrary.org/obo/HP_0001298,66.67,FALSE,FALSE,
gonadal dysgenesis xx type with deafness ar,Gonadal dysgenesis,http://purl.obolibrary.org/obo/HP_0000133,66.67,FALSE,FALSE,
angelman syndrome uniparental disomy,Uniparental disomy,http://purl.obolibrary.org/obo/HP_0032382,66.67,FALSE,FALSE,
anodontia partial inheritance unspecified,Oligodontia,http://purl.obolibrary.org/obo/HP_0000677,66.67,FALSE,FALSE,
hypotonia unspecified,Hypotonia,http://purl.obolibrary.org/obo/HP_0001252,66.67,FALSE,FALSE,
mitochondrial disorder multiple complex deficiency,Multiple mitochondrial DNA deletions,http://purl.obolibrary.org/obo/HP_0003689,66.67,FALSE,FALSE,
reiter syndrome,Horner syndrome,http://purl.obolibrary.org/obo/HP_0002277,66.67,FALSE,FALSE,
strabismus unspecified,Strabismus,http://purl.obolibrary.org/obo/HP_0000486,66.67,FALSE,FALSE,
ventricular fibrillation paroxysmal unspecified,Ventricular fibrillation,http://purl.obolibrary.org/obo/HP_0001663,66.67,FALSE,FALSE,
wilms tumor hereditary,Nephroblastoma,http://purl.obolibrary.org/obo/HP_0002667,66.67,FALSE,FALSE,
cerebellar atrophy inheritance unspecified,Spinocerebellar atrophy,http://purl.obolibrary.org/obo/HP_0007263,65.57,FALSE,FALSE,
convulsions febrile inheritance unspecified,febrile seizure,http://purl.obolibrary.org/obo/NBO_0000678,65.52,FALSE,FALSE,
fetal hydrops inheritance unknown,Nonimmune hydrops fetalis,http://purl.obolibrary.org/obo/HP_0001790,65.38,FALSE,FALSE,
tetralogy of fallot inheritance unspecified,Tetralogy of Fallot,http://purl.obolibrary.org/obo/HP_0001636,65.38,FALSE,FALSE,
autoimmune disease inheritance unspecified,Autoimmunity,http://purl.obolibrary.org/obo/HP_0002960,65.38,FALSE,FALSE,
cleft lip palate unspecified,Median cleft lip and palate,http://purl.obolibrary.org/obo/HP_0008501,65.31,FALSE,FALSE,
bowing of long bones asymmetric and symmetric,asymmetrical,http://purl.obolibrary.org/obo/PATO_0000616,65.31,FALSE,FALSE,
cardiac dysrhythmia unspecified,Arrhythmia,http://purl.obolibrary.org/obo/HP_0011675,65.31,FALSE,FALSE,
hyperkinetic behavior anomaly,Hyperactivity,http://purl.obolibrary.org/obo/HP_0000752,65.22,FALSE,FALSE,
infantile spasms inheritance unknown,Infantile spasms,http://purl.obolibrary.org/obo/HP_0012469,65.22,FALSE,FALSE,
hypoplasia heart unspecified,Hypoplastic heart,http://purl.obolibrary.org/obo/HP_0001961,65.12,FALSE,FALSE,
intrauterine fetal death,Intrauterine growth retardation,http://purl.obolibrary.org/obo/HP_0001511,65.12,FALSE,FALSE,
kidney dysplasia unspecified,Renal dysplasia,http://purl.obolibrary.org/obo/HP_0000110,65.12,FALSE,FALSE,
situs inversus unspecified,Situs inversus totalis,http://purl.obolibrary.org/obo/HP_0001696,65.12,FALSE,FALSE,
pierre robin syndrome ar,Pierre-Robin sequence,http://purl.obolibrary.org/obo/HP_0000201,65.12,FALSE,FALSE,
ectodermal dysplasia with cleft lip and cleft palate ad,Bilateral cleft lip and palate,http://purl.obolibrary.org/obo/HP_0002744,64.86,FALSE,FALSE,
syndrome charge ad,Budd-Chiari syndrome,http://purl.obolibrary.org/obo/HP_0002639,64.86,FALSE,FALSE,
mowat wilson syndrome,Cachexia,http://purl.obolibrary.org/obo/HP_0004326,64.71,FALSE,FALSE,
pterygium syndrome ar,Pterygium,http://purl.obolibrary.org/obo/HP_0001059,64.52,FALSE,FALSE,
mental retardation and multiple congenital anomalies unspecified,Intellectual disability,http://purl.obolibrary.org/obo/HP_0001249,64.37,FALSE,FALSE,
clubfoot unspecified,Talipes equinovarus,http://purl.obolibrary.org/obo/HP_0001762,64.29,FALSE,FALSE,
cataract unspecified,Cataract,http://purl.obolibrary.org/obo/HP_0000518,64.29,FALSE,FALSE,
fg syndrome xl,Angiokeratoma corporis diffusum,http://purl.obolibrary.org/obo/HP_0001071,64.29,FALSE,FALSE,
danon disease,Morbus Scheuermann,http://purl.obolibrary.org/obo/HP_0010891,64.29,FALSE,FALSE,
dystonia unspecified,Dystonia,http://purl.obolibrary.org/obo/HP_0001332,64.29,FALSE,FALSE,
epilepsy unspecified,epilepsy,http://purl.obolibrary.org/obo/NBO_0000642,64.29,FALSE,FALSE,
myoclonus and ataxia ad,Myoclonus,http://purl.obolibrary.org/obo/HP_0001336,64.29,FALSE,FALSE,
myopathy unspecified,Myopathy,http://purl.obolibrary.org/obo/HP_0003198,64.29,FALSE,FALSE,
nystagmus unspecified,Nystagmus,http://purl.obolibrary.org/obo/HP_0000639,64.29,FALSE,FALSE,
arthritis unspecified,Arthritis,http://purl.obolibrary.org/obo/HP_0001369,64.29,FALSE,FALSE,
speech retardation,Neurological speech impairment,http://purl.obolibrary.org/obo/HP_0002167,64.29,FALSE,FALSE,
pericarditis unspecified,Pericarditis,http://purl.obolibrary.org/obo/HP_0001701,64.29,FALSE,FALSE,
psychosis unspecified,Psychosis,http://purl.obolibrary.org/obo/HP_0000709,64.29,FALSE,FALSE,
scoliosis unspecified,Scoliosis,http://purl.obolibrary.org/obo/HP_0002650,64.29,FALSE,FALSE,
autosome mosaicism,Somatic mosaicism,http://purl.obolibrary.org/obo/HP_0001442,64.29,FALSE,FALSE,
abnormal non invasive prenatal test,Prenatal maternal abnormality,http://purl.obolibrary.org/obo/HP_0002686,64,FALSE,FALSE,
connective tissue disorder unspecified,dense connective tissue,http://purl.obolibrary.org/obo/UBERON_0011823,64,FALSE,FALSE,
ebstein anomaly inheritance unspecified,Ebstein anomaly of the tricuspid valve,http://purl.obolibrary.org/obo/HP_0010316,64,FALSE,FALSE,
lymphoproliferative disease unspecified,Lymphoproliferative disorder,http://purl.obolibrary.org/obo/HP_0005523,64,FALSE,FALSE,
panhypopituitarism inheritance unspecified,Panhypopituitarism,http://purl.obolibrary.org/obo/HP_0000871,64,FALSE,FALSE,
retinal dysplasia inheritance unspecified,Retinal dysplasia,http://purl.obolibrary.org/obo/HP_0007973,64,FALSE,FALSE,
xxx syndrome,Cachexia,http://purl.obolibrary.org/obo/HP_0004326,64,FALSE,FALSE,
malignant neoplasm stomach familial,"neoplastic, malignant",http://purl.obolibrary.org/obo/PATO_0002097,63.83,FALSE,FALSE,
neurotransmitter defect unspecified,neurotransmitter,http://purl.obolibrary.org/obo/CHEBI_25512,63.83,FALSE,FALSE,
polysyndactyly unspecified,Polysyndactyly of hallux,http://purl.obolibrary.org/obo/HP_0005873,63.83,FALSE,FALSE,
myalgic encephalitis,Encephalitis,http://purl.obolibrary.org/obo/HP_0002383,63.64,FALSE,FALSE,
oromandibular limb hypoplasia unspecified,Mandibular prognathia,http://purl.obolibrary.org/obo/HP_0000303,63.49,FALSE,FALSE,
cohen syndrome ar,Mandibulofacial dysostosis,http://purl.obolibrary.org/obo/HP_0005321,63.41,FALSE,FALSE,
muscle eye brain disease,Myopathy,http://purl.obolibrary.org/obo/HP_0003198,63.41,FALSE,FALSE,
sudden infant death syndrome,Sudden death,http://purl.obolibrary.org/obo/HP_0001699,63.41,FALSE,FALSE,
short rib-polydactyly syndrome type 3 ar,Brachydactyly,http://purl.obolibrary.org/obo/HP_0001156,63.29,FALSE,FALSE,
cerebrotendinous xanthomatosis type 1 ar,Tendon xanthomatosis,http://purl.obolibrary.org/obo/HP_0010874,63.16,FALSE,FALSE,
large vessel transposition unspecified,Transposition of the great arteries,http://purl.obolibrary.org/obo/HP_0001669,63.16,FALSE,FALSE,
astrocytoma juvenile onset,Astrocytoma,http://purl.obolibrary.org/obo/HP_0009592,63.16,FALSE,FALSE,
